states,Year,Annual Rainfall mm,Season Length Days,Latitude,Longitude,crops,Price/Kg (Naira),Month,inflation_rate(all_item annual),inflation_rate(all_item monthly avg.),inflation_rate(food_item monthly avg.),inflation_rate(food_item monthly avg.)
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Rice Medium Grained,378.181818181818,4,17.24,17.59,17.11,17.11
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Beans brown,sold loose",394.14466130884,4,17.24,17.59,17.11,17.11
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(ripe),250.73,4,17.24,17.59,17.11,17.11
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain yellow sold loose,238.1,4,17.24,17.59,17.11,17.11
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain white sold loose,200.38,4,17.24,17.59,17.11,17.11
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Yam tuber,196.726946208588,4,17.24,17.59,17.11,17.11
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(unripe),205.83,4,17.24,17.59,17.11,17.11
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Broken Rice (Ofada),465.0,4,17.24,17.59,17.11,17.11
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain yellow sold loose,201.07,1,18.72,16.44,15.54,15.54
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Yam tuber,183.68375,1,18.72,16.44,15.54,15.54
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(unripe),203.38,1,18.72,16.44,15.54,15.54
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Broken Rice (Ofada),472.0,1,18.72,16.44,15.54,15.54
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Beans brown,sold loose",471.22,1,18.72,16.44,15.54,15.54
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Rice Medium Grained,443.03,1,18.72,16.44,15.54,15.54
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain white sold loose,201.39,1,18.72,16.44,15.54,15.54
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Gari white,sold loose",270.931875,1,18.72,16.44,15.54,15.54
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Gari yellow,sold loose",310.090714285714,1,18.72,16.44,15.54,15.54
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Onion bulb,253.459166666667,1,18.72,16.44,15.54,15.54
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Tomato,309.656428571429,1,18.72,16.44,15.54,15.54
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Beans:white black eye. sold loose,420.764285714286,1,18.72,16.44,15.54,15.54
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(ripe),249.78,1,18.72,16.44,15.54,15.54
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Onion bulb,226.129312599893,5,16.25,17.63,17.48,17.48
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain yellow sold loose,223.464052287582,12,15.37,16.5,19.55,19.55
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(ripe),245.958052540203,12,15.37,16.5,19.55,19.55
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain white sold loose,202.249522249522,12,15.37,16.5,19.55,19.55
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Yam tuber,184.102488811952,12,15.37,16.5,19.55,19.55
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Onion bulb,330.072666666667,11,15.9,16.76,19.39,19.39
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Gari yellow,sold loose",354.497354497354,10,15.91,16.97,19.14,19.14
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Onion bulb,324.599069512863,10,15.91,16.97,19.14,19.14
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Tomato,290.483345745806,10,15.91,16.97,19.14,19.14
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain yellow sold loose,226.93,11,15.9,16.76,19.39,19.39
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(ripe),245.146,11,15.9,16.76,19.39,19.39
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain white sold loose,205.334137931034,11,15.9,16.76,19.39,19.39
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Tomato,285.685517241379,11,15.9,16.76,19.39,19.39
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Yam tuber,191.273448275862,11,15.9,16.76,19.39,19.39
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Broken Rice (Ofada),495.98,11,15.9,16.76,19.39,19.39
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Beans brown,sold loose",470.5,11,15.9,16.76,19.39,19.39
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Gari white,sold loose",326.822413793103,11,15.9,16.76,19.39,19.39
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Beans:white black eye. sold loose,445.48275862069,11,15.9,16.76,19.39,19.39
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Rice Medium Grained,351.723684210526,11,15.9,16.76,19.39,19.39
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Gari yellow,sold loose",328.035714285714,11,15.9,16.76,19.39,19.39
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(unripe),215.268928571429,11,15.9,16.76,19.39,19.39
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(unripe),213.162301724701,12,15.37,16.5,19.55,19.55
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Broken Rice (Ofada),495.325,12,15.37,16.5,19.55,19.55
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Beans brown,sold loose",471.428571428571,12,15.37,16.5,19.55,19.55
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Gari white,sold loose",320.385281385281,12,15.37,16.5,19.55,19.55
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Beans:white black eye. sold loose,435.135135135135,12,15.37,16.5,19.55,19.55
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Rice Medium Grained,348.787878787879,12,15.37,16.5,19.55,19.55
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Gari yellow,sold loose",321.911764705882,12,15.37,16.5,19.55,19.55
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Onion bulb,298.659686096661,12,15.37,16.5,19.55,19.55
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Tomato,307.638262472821,12,15.37,16.5,19.55,19.55
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Rice Medium Grained,352.139037433155,10,15.91,16.97,19.14,19.14
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Beans:white black eye. sold loose,457.142857142857,10,15.91,16.97,19.14,19.14
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Beans brown,sold loose",471.346153846154,10,15.91,16.97,19.14,19.14
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain yellow sold loose,261.52,8,16.01,17.33,18.57,18.57
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain white sold loose,225.31,8,16.01,17.33,18.57,18.57
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Yam tuber,271.96125,8,16.01,17.33,18.57,18.57
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(unripe),197.88,8,16.01,17.33,18.57,18.57
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Broken Rice (Ofada),490.84,8,16.01,17.33,18.57,18.57
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Beans brown,sold loose",489.0625,8,16.01,17.33,18.57,18.57
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Rice Medium Grained,379.353181818182,8,16.01,17.33,18.57,18.57
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(ripe),249.27,8,16.01,17.33,18.57,18.57
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Gari white,sold loose",394.178997235023,8,16.01,17.33,18.57,18.57
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Beans:white black eye. sold loose,484.375,8,16.01,17.33,18.57,18.57
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Gari yellow,sold loose",428.190934562212,8,16.01,17.33,18.57,18.57
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Onion bulb,338.914666666667,8,16.01,17.33,18.57,18.57
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain yellow sold loose,210.97,10,15.91,16.97,19.14,19.14
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(ripe),230.4,10,15.91,16.97,19.14,19.14
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain white sold loose,205.32,10,15.91,16.97,19.14,19.14
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Yam tuber,192.715865260843,10,15.91,16.97,19.14,19.14
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(unripe),209.3,10,15.91,16.97,19.14,19.14
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Broken Rice (Ofada),495.78,10,15.91,16.97,19.14,19.14
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Tomato,460.53935483871,8,16.01,17.33,18.57,18.57
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain yellow sold loose,189.01,9,15.98,17.17,18.88,18.88
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(ripe),251.15,9,15.98,17.17,18.88,18.88
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Maize grain white sold loose,180.99,9,15.98,17.17,18.88,18.88
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Yam tuber,223.166040289703,9,15.98,17.17,18.88,18.88
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Plantain(unripe),199.4,9,15.98,17.17,18.88,18.88
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Broken Rice (Ofada),490.8792672,9,15.98,17.17,18.88,18.88
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Beans brown,sold loose",486.95652173913,9,15.98,17.17,18.88,18.88
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Rice Medium Grained,375.505050505051,9,15.98,17.17,18.88,18.88
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Gari white,sold loose",394.210531554802,9,15.98,17.17,18.88,18.88
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Beans:white black eye. sold loose,468.571428571429,9,15.98,17.17,18.88,18.88
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Gari yellow,sold loose",428.225189836977,9,15.98,17.17,18.88,18.88
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Onion bulb,342.222222222222,9,15.98,17.17,18.88,18.88
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Tomato,308.647313885409,9,15.98,17.17,18.88,18.88
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,"Gari white,sold loose",327.232142857143,10,15.91,16.97,19.14,19.14
Abia,2017,2344.1935483870966,269.19354838709677,5.45409529947607,7.5153071,Tomato,421.326291060609,5,16.25,17.63,17.48,17.48
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Rice Medium Grained,343.349282296651,9,11.24,11.27,13.47,13.47
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,"Gari yellow,sold loose",126.547619047619,9,11.24,11.27,13.47,13.47
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,"Gari white,sold loose",122.896825396825,9,11.24,11.27,13.47,13.47
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,"Beans brown,sold loose",381.462585034014,9,11.24,11.27,13.47,13.47
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Beans:white black eye. sold loose,385.978835978836,9,11.24,11.27,13.47,13.47
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Plantain(unripe),189.136698914183,9,11.24,11.27,13.47,13.47
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Tomato,260.380208918221,9,11.24,11.27,13.47,13.47
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Yam tuber,212.669982798273,9,11.24,11.27,13.47,13.47
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,"Gari white,sold loose",182.858333333333,10,11.61,11.3,13.54,13.54
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,"Beans brown,sold loose",333.418214285714,10,11.61,11.3,13.54,13.54
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Beans:white black eye. sold loose,406.456153846154,10,11.61,11.3,13.54,13.54
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Plantain(unripe),189.069545454545,10,11.61,11.3,13.54,13.54
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Yam tuber,171.062692307692,10,11.61,11.3,13.54,13.54
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Broken Rice (Ofada),420.2,10,11.61,11.3,13.54,13.54
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Maize grain white sold loose,205.435666666667,10,11.61,11.3,13.54,13.54
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Plantain(ripe),187.9415,10,11.61,11.3,13.54,13.54
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Maize grain yellow sold loose,201.864285714286,10,11.61,11.3,13.54,13.54
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Onion bulb,335.089523809524,10,11.61,11.3,13.54,13.54
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Broken Rice (Ofada),410.0,9,11.24,11.27,13.47,13.47
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Maize grain white sold loose,166.235004639312,9,11.24,11.27,13.47,13.47
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Onion bulb,288.880040054299,9,11.24,11.27,13.47,13.47
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Plantain(ripe),187.616442481722,9,11.24,11.27,13.47,13.47
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Maize grain yellow sold loose,165.523218611454,9,11.24,11.27,13.47,13.47
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,"Gari yellow,sold loose",134.130666666667,10,11.61,11.3,13.54,13.54
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Rice Medium Grained,358.790666666667,10,11.61,11.3,13.54,13.54
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Plantain(ripe),196.587119649038,1,11.37,11.8,13.93,13.93
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Tomato,349.16,11,11.85,11.35,13.65,13.65
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Rice Medium Grained,497.73,11,11.85,11.35,13.65,13.65
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Plantain(ripe),198.11,12,11.98,11.4,13.74,13.74
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Maize grain white sold loose,223.1,12,11.98,11.4,13.74,13.74
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Onion bulb,402.2,12,11.98,11.4,13.74,13.74
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,Maize grain yellow sold loose,233.71,12,11.98,11.4,13.74,13.74
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,"Gari yellow,sold loose",136.75,11,11.85,11.35,13.65,13.65
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,"Gari white,sold loose",184.81,11,11.85,11.35,13.65,13.65
Abia,2019,2176.0588235294117,273.52941176470586,5.45409529947607,7.5153071,"Beans brown,sold loose",340.0,11,11.85,11.35,13.65,13.65
